WarNum,WarName,WarType,ccode1,SideA,ccode2,SideB,StartMonth1,StartDay1,StartYear1,EndMonth1,EndDay1,EndYear1,StartMonth2,StartDay2,StartYear2,EndMonth2,EndDay2 ,EndYear2,Initiator,Interven,TransFrom,Outcome,TransTo,WhereFought,BatDeath,NonStateDeaths,Version,ccode,StateName,Side,EndDay2,CcodeA,CcodeB,Intnl,SideADeaths,SideBDeaths,SideA1,SideA2,SideB1,SideB2,SideB3,SideB4,SideB5,StartYear,StartMonth,StartDay,EndYear,EndMonth,EndDay,TotalCombatDeaths
313,Dutch - Javanese,2,210.0,Netherlands,-8.0,Javanese rebels,7.0,23.0,1825.0,3.0,28.0,1830.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,0,0.0,-8,1,-8,7,15000.0,200000.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
314,British-Bharatpuran,2,200.0,United Kingdom,-8.0,Bharatpuran rebels,11.0,23.0,1825.0,1.0,18.0,1826.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,0,0.0,-8,1,-8,7,400.0,4500.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
315,Brazil-Argentine,3,140.0,Brazil,-8.0,Argentina,1.0,1.0,1826.0,10.0,27.0,1828.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,0,0.0,-8,2,-8,1,4000.0,2000.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
316,Russo-Persian,3,365.0,Russia,-8.0,Persia,9.0,28.0,1826.0,2.0,28.0,1828.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,0,0.0,-8,1,-8,6,5000.0,2000.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
317,Spanish Reconquest of Mexico,3,230.0,Spain,-8.0,Mexico,7.0,16.0,1829.0,9.0,11.0,1829.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,1,0.0,-8,2,-8,1,1700.0,135.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
319,French Occupation of Algiers,3,220.0,France,-8.0,Algeria,6.0,12.0,1830.0,7.0,5.0,1830.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,1,0.0,-8,1,-8,6,600.0,3000.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
320,Ottoman-Bilmez-Asiri War,3,640.0,Ottoman Empire,-8.0,Bilmez-Asiri,6.0,-9.0,1832.0,-9.0,-9.0,1837.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,0,0.0,-8,1,-8,6,-9.0,800.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
321,First British-Zulu,3,200.0,United Kingdom,-8.0,Zulu tribe,4.0,17.0,1838.0,4.0,-9.0,1838.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,1,0.0,-8,2,-8,4,800.0,-9.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
322,First British-Afghan,3,200.0,United Kingdom,-8.0,Afghanistan,2.0,14.0,1839.0,10.0,12.0,1842.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,1,0.0,-8,2,-8,7,20000.0,-9.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
323,First Opium,3,200.0,United Kingdom,-8.0,China,9.0,4.0,1839.0,8.0,29.0,1842.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,1,0.0,-8,1,-8,7,450.0,2000.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
324,First Franco-Algerian,3,220.0,France,-8.0,Algerian forces,11.0,1.0,1839.0,12.0,23.0,1847.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,0,0.0,-8,1,-8,6,15000.0,20000.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
325,Peru-Bolivian,3,135.0,Peru,-8.0,Bolivia,10.0,19.0,1841.0,11.0,28.0,1841.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,0,0.0,-8,2,-8,1,600.0,400.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
326,British-Sind,3,200.0,United Kingdom,-8.0,Sind,1.0,6.0,1843.0,6.0,14.0,1843.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,1,0.0,-8,1,-8,7,200.0,4000.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
327,Uruguay War,3,160.0,Argentina,-8.0,Uruguay,2.0,16.0,1843.0,7.0,18.0,1851.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,1,1.0,-8,4,19,1,1500.0,3500.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
327,Uruguay War,3,-8.0,-8,200.0,United Kingdom,1.0,-9.0,1845.0,3.0,6.0,1849.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,0,1.0,-8,4,19,1,400.0,-8.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
327,Uruguay War,3,-8.0,-8,220.0,France,1.0,-9.0,1845.0,5.0,24.0,1849.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,0,1.0,-8,4,19,1,600.0,-8.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
329,Gwalior,3,200.0,United Kingdom,-8.0,Gwalior,12.0,28.0,1843.0,12.0,29.0,1843.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,1,0.0,-8,1,-8,7,106.0,1330.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
330,Franco-Moroccan,3,220.0,France,-8.0,Morocco,8.0,6.0,1844.0,9.0,10.0,1844.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,1,0.0,-8,1,-8,6,200.0,800.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
331,First British-Sikh,3,200.0,United Kingdom,-8.0,Sikhs,12.0,13.0,1845.0,2.0,10.0,1846.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,0,0.0,-8,1,-8,7,1500.0,7000.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
332,Cracow Revolt,3,365.0,Russia,-8.0,-8,2.0,-9.0,1846.0,3.0,3.0,1846.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,0,1.0,-8,1,-8,2,-9.0,-8.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
332,Cracow Revolt,3,255.0,Prussia,-8.0,-8,2.0,-9.0,1846.0,3.0,3.0,1846.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,0,1.0,-8,1,-8,2,-9.0,-8.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
332,Cracow Revolt,3,300.0,Austria,-8.0,Cracow,2.0,15.0,1846.0,3.0,3.0,1846.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,0,1.0,-8,1,-8,2,1000.0,1000.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
333,First British-Xhosa,3,200.0,United Kingdom,-8.0,Khosa,4.0,16.0,1846.0,12.0,23.0,1847.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,1,0.0,-8,1,-8,4,1000.0,2000.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
334,First Dutch-Bali,3,210.0,Netherlands,-8.0,Bali,4.0,12.0,1848.0,6.0,21.0,1848.0,4.0,2.0,1849.0,6.0,14.0,1849.0,1,0.0,-8,6,-8,7,300.0,2000.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
335,Second British-Sikh,3,200.0,United Kingdom,-8.0,Sikhs,5.0,18.0,1848.0,3.0,10.0,1849.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,1,0.0,-8,1,-8,7,1500.0,5000.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
336,Chinese Pirates,3,200.0,United Kingdom,-8.0,Chinese Pirates,10.0,20.0,1849.0,10.0,22.0,1849.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,1,0.0,-8,1,-8,7,0.0,2800.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
337,Second British-Xhosa,2,200.0,United Kingdom,-8.0,Xhosa,12.0,24.0,1850.0,4.0,8.0,1852.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,1,0.0,-8,1,-8,4,1400.0,6000.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
338,Ottoman-Yam,3,640.0,Turkey/Ottoman Empire/Egypt,-8.0,Yam,4.0,21.0,1851.0,7.0,9.0,1851.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,0,0.0,-8,1,-8,6,-9.0,1600.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
339,Second British-Burmese,3,200.0,United Kingdom,-8.0,Burma,4.0,5.0,1852.0,11.0,20.0,1852.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,1,0.0,-8,1,-8,7,400.0,800.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
340,French-Tukulor War,3,220.0,France,-8.0,Tukulor,-9.0,-9.0,1854.0,7.0,15.0,1857.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,0,0.0,-8,6,-8,4,100.0,2000.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
341,British-Santal,2,200.0,United Kingdom,-8.0,Santal,-9.0,-9.0,1855.0,-9.0,-9.0,1856.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,0,0.0,-8,1,-8,7,-9.0,15000.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
342,Hodeida Seige,2,640.0,Ottoman Empire,-8.0,Beni Aseer tribe,1.0,22.0,1856.0,2.0,22.0,1856.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,0,0.0,-8,6,-8,6,1700.0,15000.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
343,Second Opium,3,200.0,United Kingdom,-8.0,China,10.0,22.0,1856.0,10.0,24.0,1860.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,1,1.0,-8,1,-8,7,200.0,3000.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
343,Second Opium,3,220.0,France,-8.0,-8,10.0,22.0,1856.0,10.0,24.0,1860.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,1,1.0,-8,1,-8,7,100.0,-8.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
345,French Conquest of Kabylia,2,220.0,France,-8.0,Kabylia,5.0,17.0,1856.0,12.0,-9.0,1857.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,1,0.0,-8,1,-8,4,1000.0,-9.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
347,Indian Mutiny,2,200.0,United Kingdom,-8.0,Indian sepoys,5.0,10.0,1857.0,4.0,7.0,1859.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,0,0.0,-8,1,-8,7,11000.0,11500.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
349,First Franco-Vietnamese,3,220.0,France,-8.0,Vietnam,8.0,31.0,1858.0,6.0,5.0,1862.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,1,0.0,-8,1,-8,7,1500.0,2500.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
350,Netherlands-Bone,3,210.0,Netherlands,-8.0,Bone,2.0,20.0,1859.0,1.0,20.0,1860.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,1,0.0,-8,1,-8,7,500.0,500.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
351,Argentine-Buenos Aires,3,160.0,Argentina,-8.0,Buenos Aires,5.0,29.0,1859.0,10.0,23.0,1859.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,1,0.0,-8,1,-8,1,500.0,500.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
352,Garibaldi Expedition,3,329.0,Two Sicilies,-8.0,Red Shirts,5.0,11.0,1860.0,10.0,14.0,1860.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,0,0.0,-8,4,37,2,4500.0,1500.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
353,Spanish-Santo Dominican,2,230.0,Spain,-8.0,Santo Domingo,4.0,-9.0,1863.0,5.0,3.0,1865.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,1,0.0,-8,2,-8,1,28000.0,4000.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
355,British-Maori,2,200.0,United Kingdom,-8.0,New Zealand Maori,6.0,4.0,1863.0,1.0,14.0,1866.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,1,0.0,-8,1,-8,9,700.0,2000.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
356,Shimonoseki War,3,2.0,United States,-8.0,Choshu Daimyo,6.0,25.0,1863.0,9.0,7.0,1864.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,0,1.0,-8,1,-8,7,5.0,1000.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
356,Shimonoseki War,3,200.0,United Kingdom,-8.0,-8,7.0,5.0,1864.0,9.0,7.0,1864.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,0,1.0,-8,1,-8,7,13.0,-8.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
356,Shimonoseki War,3,210.0,Netherlands,-8.0,-8,7.0,5.0,1864.0,9.0,7.0,1864.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,0,1.0,-8,1,-8,7,2.0,-8.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
356,Shimonoseki War,3,220.0,France,-8.0,-8,6.0,25.0,1863.0,9.0,7.0,1864.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,0,1.0,-8,1,-8,7,6.0,-8.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
357,British Umbeyla Campaign,3,200.0,United Kingdom,-8.0,Pathan tribe,10.0,20.0,1863.0,12.0,21.0,1863.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,1,0.0,-8,1,-8,7,900.0,1500.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
359,Russian-Kokand,3,365.0,Russia,-8.0,Kokand,4.0,24.0,1864.0,6.0,17.0,1865.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,1,0.0,-8,1,-8,7,120.0,1500.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
360,British-Bhutanese,3,200.0,United Kingdom,-8.0,Bhutan,1.0,-9.0,1865.0,11.0,11.0,1865.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,1,0.0,-8,1,-8,7,100.0,900.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
361,Russian-Bukharan,3,365.0,Russia,-8.0,Bukhara,1.0,12.0,1866.0,10.0,18.0,1866.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,1,0.0,-8,1,-8,7,100.0,1000.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
362,British-Ethiopian,3,200.0,United Kingdom,-8.0,Ethiopians,12.0,-9.0,1867.0,4.0,13.0,1868.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,1,0.0,-8,1,-8,4,400.0,800.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
363,First Spanish-Cuban,2,230.0,Spain,-8.0,Cuba,10.0,10.0,1868.0,2.0,11.0,1878.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,0,0.0,-8,1,-8,1,100000.0,50000.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
364,Attack on Bahr el-Ghazal,3,651.0,Egypt,-8.0,Bahr el-Ghazal,-9.0,-9.0,1869.0,-9.0,-9.0,1870.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,1,0.0,-8,2,-8,6,-9.0,1500.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
365,Ottoman Conquest of Arabia,3,640.0,Ottoman Empire,-8.0,"Yemen, Asir, Hasa",11.0,30.0,1870.0,12.0,30.0,1872.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,0,0.0,-8,1,-8,6,4000.0,1500.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
366,Second Franco-Algerian,2,220.0,France,-8.0,Algeria,3.0,-9.0,1871.0,1.0,-9.0,1872.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,0,0.0,-8,1,-8,6,2686.0,10000.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
367,Second British-Ashanti,3,200.0,United Kingdom,-8.0,Ashanti,1.0,-9.0,1873.0,2.0,4.0,1874.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,0,0.0,-8,1,-8,4,100.0,1400.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
369,Second Franco-Vietnamese,3,220.0,France,-8.0,Vietnam,11.0,20.0,1873.0,-9.0,-9.0,1874.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,1,0.0,-8,3,-8,7,400.0,600.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
370,First Dutch-Achinese,3,210.0,Netherlands,-8.0,Aceh,3.0,26.0,1873.0,10.0,13.0,1878.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,0,0.0,-8,1,-8,7,12000.0,11000.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
371,Kokand Rebellion,3,365.0,Russia,-8.0,Kokand,8.0,9.0,1875.0,2.0,28.0,1876.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,0,0.0,-8,1,-8,7,100.0,4800.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
372,Egyptian-Ethiopian,3,651.0,Egypt,-8.0,Ethiopia,9.0,-9.0,1875.0,3.0,9.0,1876.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,1,0.0,-8,2,-8,4,4250.0,4550.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
373,Serbian-Turkish,3,640.0,Ottoman Empire,-8.0,"Serbia, Montenegro",6.0,30.0,1876.0,4.0,23.0,1877.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,0,0.0,601,4,61,2,-9.0,5000.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
374,Third British-Xhosa,2,200.0,United Kingdom,-8.0,S. Africa Xhosa,8.0,-9.0,1877.0,6.0,-9.0,1878.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,0,0.0,-8,1,-8,4,200.0,3700.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
375,Egypt-Sudanese Slavers,3,651.0,Egypt,-8.0,Sudanese Slavers,2.0,-9.0,1878.0,7.0,-9.0,1879.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,1,0.0,-8,1,-8,6,-9.0,4000.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
376,Russo-Turkoman,3,365.0,Russia,-8.0,Turkomans,5.0,-9.0,1878.0,1.0,24.0,1881.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,1,0.0,-8,1,-8,7,2000.0,8000.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
377,Austrian-Bosnian,3,300.0,Austria-Hungary,-8.0,Bosnia,7.0,29.0,1878.0,10.0,1.0,1878.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,1,0.0,-8,1,-8,2,3500.0,2500.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
379,Second British-Afghan,3,200.0,United Kingdom,-8.0,Afghanistan,11.0,21.0,1878.0,5.0,26.0,1879.0,9.0,3.0,1879.0,9.0,2.0,1880.0,1,0.0,-8,1,-8,7,10000.0,11000.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
380,Second British-Zulu,3,200.0,United Kingdom,-8.0,Zulu,1.0,11.0,1879.0,7.0,4.0,1879.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,1,0.0,-8,1,-8,4,2500.0,8000.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
381,Gun War,2,200.0,United Kingdom,-8.0,Basuto,9.0,-9.0,1880.0,4.0,-9.0,1881.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,1,0.0,-8,1,-8,4,-9.0,1400.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
382,First Boer War,2,200.0,United Kingdom,-8.0,Transvaal,12.0,16.0,1880.0,4.0,5.0,1881.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,0,0.0,-8,2,-8,4,900.0,100.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
383,Franco-Tunisian,3,220.0,France,-8.0,Tunisia,6.0,-9.0,1881.0,4.0,4.0,1882.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,0,0.0,-8,1,-8,6,3500.0,-9.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
384,First British-Mahdi,2,651.0,Egypt,-8.0,-8,8.0,-9.0,1881.0,9.0,15.0,1882.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,0,1.0,-8,2,-8,6,5000.0,-8.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
384,First British-Mahdi,2,200.0,United Kingdom,-8.0,Mahdist Empire,8.0,-9.0,1881.0,3.0,22.0,1885.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,0,1.0,-8,2,-8,6,25000.0,17000.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
385,Third Franco-Vietnamese,3,220.0,France,-8.0,"Vietnam, Black Flag",4.0,25.0,1882.0,6.0,14.0,1884.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,1,1.0,-8,4,67,7,4500.0,2000.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
385,Third Franco-Vietnamese,3,-8.0,-8,710.0,China,12.0,14.0,1883.0,6.0,14.0,1884.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,0,1.0,-8,4,67,7,1000.0,-8.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
386,First Franco-Madagascan,3,220.0,France,-8.0,Madagasar,5.0,7.0,1883.0,12.0,12.0,1885.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,1,0.0,-8,1,-8,4,300.0,700.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
387,Third British-Burmese,3,200.0,United Kingdom,-8.0,Burma,11.0,10.0,1885.0,-9.0,-9.0,1889.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,1,0.0,-8,1,-8,7,3000.0,3000.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
389,French-Mandinka,3,220.0,France,-8.0,Mandinka,-9.0,-9.0,1885.0,-9.0,-9.0,1886.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,1,0.0,-8,1,-8,4,1000.0,-9.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
390,Russo-Afghan,3,365.0,Russia,-8.0,Afghanistan,3.0,30.0,1885.0,4.0,-9.0,1885.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,1,0.0,-8,3,-8,7,1000.0,-9.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
391,Serbian-Bulgarian,3,345.0,Serbia,-8.0,Bulgaria,11.0,2.0,1885.0,12.0,7.0,1885.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,1,0.0,-8,2,-8,2,2000.0,3000.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
